id,label
454897734831857664,1
448865309961621504,1
459131283524689920,0
449283082219044864,0
442321560503083008,0
446245401901817856,1
418799954422145024,1
375499762914430976,1
388362560107724800,0
446333501768343552,0
323235736562319360,0
356864935051014144,0
398737792580071424,0
360887407731691520,0
407427862183301120,0
370106734775246848,1
457093075815264256,0
453036335977082880,1
457647732614635520,1
458024120119087104,1
448161990956294144,1
303145303161335808,0
419895131005661184,0
454963478626050048,0
445251433756377088,0
456562527959126016,0
352624286919442432,1
296670503156994048,0
456419280645402624,1
353436879464591360,0
364925752627564544,0
441512038762692608,0
400400532025901056,1
445887498162806784,0
345274700479492096,0
445250671625781248,0
372384798540431360,0
453301543962308608,1
452576700556382208,1
383859874431770624,0
448830177502441472,0
445176648946970624,1
442404142405804032,1
414098599824621568,0
449482450406633472,0
392006226080309248,0
456492009155756032,1
456201166532407296,1
421506568245358592,1
411652405017575424,1
439500645872435200,0
459038670650376192,0
455858511948177408,1
443678313375342592,1
453530367417266176,0
457419527328763904,0
443747024920264704,1
439057590254075904,0
457923908801286144,1
451779569373044736,0
373518783974879232,1
384492554458116096,1
419142288154329088,0
423680901931745280,0
363269268256743424,0
406690620078432256,0
447794221383045120,1
329776141613273088,0
444892970068611072,0
398962442426146816,1
458693614709649408,1
308665746144260096,0
456939046821171200,1
439190901424791552,1
451763187071729664,0
326264871509450752,0
382181861314670592,1
450537046256275456,1
450976529355259904,0
450129918219677696,1
402711375501209600,0
397068511492988928,0
449400193864056832,0
416559805831323648,0
305055119546916864,1
456983363304181760,1
402479261279612928,0
303217779262238720,1
422051659716378624,0
326734012376821760,0
311316217921167360,0
422005606938324992,0
440539202606735360,0
452053476156379136,0
384397526821896192,0
396214692320133120,0
430042894767251456,0
430714240442589184,1
456050607540150272,1
323204966598713344,0
452188493868195840,1
447016439258427392,1
384113968123375616,0
369574503984410624,0
387591455876714496,1
370529303165145088,1
302735217855193088,0
436132312196333568,0
448821161741152256,0
417111596347817984,1
457230708009082880,1
413061583477022720,1
452414995096436736,0
459171642313564160,0
341033991564042240,1
370305120065437696,0
432988380645691392,0
410709522823806976,1
450562820816375808,1
446869488571412480,1
296861703587655680,0
380756202482704384,0
430777587191644160,0
452549625036029952,0
367094723657224192,1
448290951048757248,1
224295233255522304,0
446657227156639744,0
450403661286768640,1
380205998243209216,0
363691354527760384,0
440787527226912768,0
443553457644240896,0
301558403837353984,0
359793739897663488,0
449280848739983360,1
317634645560803328,0
376637199506087936,0
427128052460822528,1
425821463825104896,1
361920969083854848,1
448992454734516224,1
437058055474135040,1
456177134331887616,1
399570634243854336,0
454857408884391936,0
449287050525560832,0
449616508654604288,0
313295433688559616,0
371085753633476608,1
445032668996968448,0
439505284419956736,0
369611706110341120,0
379504152897789952,0
442344392247238656,1
445720359342329856,1
369883800794570752,1
370211498703876096,0
334056689294778368,0
429622594833088512,0
434039368928350208,0
457332463388217344,1
457895252997992448,0
337363234988384256,0
360645503874129920,1
445253345281073152,1
455480605497913344,0
418337352516263936,0
456863890102439936,1
366880842573807616,0
443516934148325376,1
415189240625266688,1
459228797384945664,1
327454911841304576,0
302609654498856960,1
431840552913358848,0
381623723427524608,0
431960897452392448,0
456113034201939968,1
398076021901369344,1
451731743503310848,0
457919136648404992,0
450309152011587584,0
448501326305959936,1
331211236198977536,0
367382903765757952,1
457416358578630656,0
337780582455058432,0
349205935887101952,0
398224279147249664,0
429230669567254528,0
449497352135786496,1
362919572107571200,1
215729086981619712,0
426458403116838912,1
456224563651567616,1
457269660920987648,1
319742294234378240,0
354811210459381760,1
456814467104256000,0
456380659527720960,0
402742186246426624,0
453477061974581248,0
450212531773390848,0
448093769767079936,0
432221803805937664,1
451774086075535360,0
448855567017476096,0
419147179287003136,1
431616651310923776,1
448579719563583488,0
457403481045737472,0
400693829352689664,0
314175136817356800,0
451460720165945344,0
426817259982430208,1
316951205169479680,0
456217724801142784,1
295384941259280384,1
440929193187368960,0
412002440234274816,0
439945416457469952,0
437405618174197760,1
447439045434826752,1
384332455127171072,0
456392928051871744,1
456963738747166720,1
447657735715569664,1
451727498104295424,0
447739231004528640,1
377055250299228160,0
450549411853398016,0
417146081823453184,0
445736044743229440,0
353981410249433088,1
456469967345430528,0
383734108461211648,0
452501867713789952,0
402143887948398592,0
456005021596143616,1
415554118950727680,1
392443486840324096,0
358244699141709824,1
448478507925258240,0
376802704494166016,0
449793876359118848,1
458671001438814208,1
437617281619615744,0
458030155991359488,0
343765220356935680,0
434776634806108160,1
412261835128463360,1
451370455018909696,0
377946195915976704,0
451344060460957696,0
451499440516263936,0
459108796867309568,0
444844029466148864,0
459059289907552256,1
424248561317187584,1
440423994378833920,1
430102521051627520,0
374977882335883264,1
458166049033031680,1
390122061081108480,1
456543172454137856,0
302265976693592064,0
313667869139406848,0
451811493630070784,1
446520162749911040,0
437263911226970112,0
388324867025555456,0
346356046752804864,0
456181710359515136,1
456379877286248448,1
365207625362718720,0
362940964354027520,0
456387230081511424,1
344461553875161088,0
325020933586812928,0
348873742547554304,1
451429667463888896,1
396023417599983616,0
371162252713664512,1
457669658318237696,1
445688848404582400,0
357930235389419520,0
449574876270305280,1
443039294111092736,0
423942629932294144,0
437815051492143104,0
456616622350811136,0
440153263476727808,0
342270401478529024,0
446659423692660736,1
326712481252798464,0
303721984620113920,0
451405449481318400,1
320784146966392832,0
394145485512269824,0
326188099669467136,0
437013984609181696,1
431425990251020288,1
394579909064261632,0
408519314518462464,0
393054164554878976,0
458347720323772416,1
420326431382835200,0
328881583970996224,0
456429122785275904,1
332404049385246720,1
457196595512352768,1
437724827081003008,1
450071388208906240,1
296348893120180224,0
457826772118020096,1
366996974282612736,0
433630689271889920,0
390111602898268160,0
450560679099895808,0
394219003125972992,0
387957058777411584,1
371855557700771840,0
449670780872577024,0
450343204689158144,1
399671916157341696,1
450372695491092480,1
414078338735812608,0
322025848175738880,0
340088827114844160,0
454675253097033728,0
306596730785378304,0
458270779268796416,1
456342487448043520,1
403317336205041664,1
435838459467403264,1
431888866685902848,1
449053208946552832,0
394868554136162304,0
409737307873607680,0
443124355808382976,1
456464056707059712,1
449938959045378048,0
447751462828142592,1
458057206551035904,1
437260267651493888,1
431585936028491776,0
363335783194693632,0
442977772366229504,1
403713005009240064,0
423146166701027328,1
450117928394842112,1
437436383607943168,1
412669697771855872,1
450997306788433920,0
456043342946906112,0
354906755538493440,0
363007509298032640,0
443653549981843456,0
428289046758961152,0
299205113648672768,1
314418963721383936,0
394828003579936768,0
297717242261549056,0
456352562363781120,1
369312331940913152,1
298983198526959616,1
442850080588972032,1
420640077400645632,0
436003888294948864,1
341707062100770816,0
304053903010443264,0
332305872296501248,0
343865196965662720,0
379192563296919552,1
455565277262905344,1
449505164328583168,0
450720644225699840,1
423082096375386112,1
448549326545907712,1
451823293952430080,1
328587162796834816,0
445580284788895744,1
393335340137598976,0
459092123178901504,0
390512689514311680,0
418088989539594240,0
457131238608760832,0
458804447036985344,0
394884467094847488,1
391525166485745664,1
404969059051003904,1
379629723090812928,0
456520665672085504,1
448986889136009216,1
318205494659522560,1
316580586812743680,0
431844361806946304,0
337933399207591936,1
453426488004472832,0
450039812972896256,0
442055201835728896,1
446298719038611456,0
441031083748884480,0
372233567176126464,0
449985764193882112,0
458166593143316480,0
397464226588917760,1
439498993815404544,0
449140078062080000,0
450943433994010624,0
421101115216629760,0
389955731069214720,1
332527612985503744,0
450343146845896704,1
448593627703279616,0
436897869384396800,1
449163360303448064,0
430901562979139584,1
401666116247773184,1
458260668936773632,1
411143375543603200,0
445982141672095744,1
446705089827176448,0
453951904692068352,1
456592909786046464,1
459099996344700928,1
357394441700519936,0
456809269971529728,1
427268766897287168,1
433374789906857984,1
387606470407487488,0
395641538459340800,1
439133882588221440,1
440671783067201536,1
450294977718153216,0
451370117180301312,0
448199464713338880,0
441295876720320512,0
458089897413210112,0
422783423988506624,0
426738051360894976,0
451783724057636864,0
449033475216003072,0
326877634841677824,1
410081676539068416,0
458139686955802624,1
435106269889036288,0
330222030387556352,0
299774820781023232,0
440399614777511936,0
341456520984293376,0
446316591945646080,0
224598184360554496,0
345262235955916800,0
446104273546272768,1
432228052412555264,0
378227354847293440,0
451161263297417216,0
315873034869301248,0
224611083078479872,0
451917923687620608,1
454627681930207232,1
410070444230729728,0
441641405157359616,0
329857438549430272,0
419888000693071872,0
442844986506506240,1
439343774083203072,1
431144393597153280,1
313582905819549696,0
442710385293283328,0
428207551541288960,0
337610724467675136,0
451925331557896192,0
318366864004751360,0
454787147346620416,1
388729080956600320,0
426134289760387072,1
363700649566806016,1
455508446532485120,1
451387647618191360,0
441318382860636160,1
314214327756406784,0
332664147097550848,0
450388036128620544,1
433155100404887552,0
391352105149022208,1
447761379752435712,1
368506370582016000,0
454382180702384128,1
365154567182241792,0
455061094214545408,1
414903887053991936,0
448007592120315904,1
362559950716801024,0
386443696037969920,0
453232112846372864,1
456540685437399040,0
330739320677879808,1
